,Player,Team,DYAR,DVOA,Rushes,Yards,EfYds,TD,Suc_rate,Year,Yds
2711,A.Bradshaw,IND,26,-1.80%,90,,370,2,,2014,428
2712,B.Cunningham,STL,26,1.70%,66,,257,3,,2014,246
2713,C.Michael,SEA,25,10.00%,34,,158,0,,2014,175
2714,K.Williams,ARI,23,2.60%,53,,217,0,,2014,246
2715,B.Powell,NYJ,22,7.60%,33,,150,1,,2014,141
2716,R.Bush,DET,17,-2.40%,75,,271,2,,2014,289
2717,D.Herron,IND,17,-2.90%,78,,292,1,,2014,351
2718,J.Todman,JAC,15,3.80%,32,,126,1,,2014,186
2719,J.Banyard,MIN,15,8.60%,21,,97,0,,2014,88
2720,B.Rainey,TB,14,-4.90%,94,,344,1,,2014,406
2721,S.Greene,TEN,14,-5.20%,94,,365,2,,2014,392
2722,J.Kuhn,GB,13,3.10%,24,,119,1,,2014,85
2723,S.Taylor,ARI,11,-4.40%,63,,246,1,,2014,208
2724,R.Brown,2TM,9,2.30%,20,,87,0,,2014,63
2725,P.Hillis,NYG,6,-1.90%,26,,88,0,,2014,115
2726,A.Peterson,MIN,5,-1.80%,21,,72,0,,2014,75
2727,S.Vereen,NE,4,-7.40%,96,,316,2,,2014,391
2728,L.Taliaferro,BAL,4,-7.20%,68,,277,4,,2014,292
2729,M.Reece,OAK,2,-6.10%,21,,81,0,,2014,85
2730,J.Starks,GB,0,-8.60%,85,,301,2,,2014,340
2731,Z.Stacy,STL,-1,-8.80%,76,,274,1,,2014,298
2732,Da.Williams,MIA,-2,-9.70%,36,,126,0,,2014,122
2733,B.Bolden,NE,-3,-11.20%,28,,94,1,,2014,89
2734,S.Ridley,NE,-6,-9.90%,94,,351,2,,2014,340
2735,J.Rodgers,ATL,-7,-11.40%,58,,198,1,,2014,217
2736,L.Dunbar,DAL,-10,-16.90%,29,,86,0,,2014,99
2737,De.Williams,CAR,-17,-15.20%,62,,189,0,,2014,221
2738,S.Johnson,JAC,-18,-22.10%,29,,84,2,,2014,86
2739,D.McCluster,TEN,-19,-20.20%,39,,109,0,,2014,125
2740,B.Brown,BUF,-21,-22.90%,36,,93,0,,2014,126
2741,J.Grimes,HOU,-22,-24.00%,39,,88,0,,2014,153
2742,T.Riddick,DET,-22,-34.40%,20,,38,0,,2014,51
2743,B.Pierce,BAL,-24,-14.80%,93,,295,2,,2014,366
2744,M.Ball,DEN,-26,-20.20%,55,,150,1,,2014,172
2745,D.Reaves,CAR,-27,-29.80%,31,,66,0,,2014,78
2746,D.Freeman,ATL,-38,-22.90%,65,,167,1,,2014,249
2747,D.Brown,SD,-51,-23.90%,84,,205,0,,2014,221
2748,M.Jones-Drew,OAK,-69,-50.10%,42,,31,0,,2014,107
2749,M.Tolbert,CAR,-72,-53.20%,37,,22,0,,2014,78
2750,C.J.Spiller,BUF,-76,-33.20%,78,,142,0,,2014,303
2751,C.Sims,TB,-84,-42.10%,66,,79,1,,2014,185
2752,T.Rawls,SEA,216,26.40%,147,,880,4,62%,2015,830
2753,M.Forte,CHI,192,12.00%,218,,"1,118",4,48%,2015,898
2754,De.Williams,PIT,184,12.10%,200,,"1,065",11,50%,2015,907
2755,T.Gurley,STL,170,10.00%,229,,"1,065",10,43%,2015,"1,102"
2756,L.Bell,PIT,162,28.10%,113,,643,3,50%,2015,556
2757,A.Peterson,MIN,143,2.20%,327,,"1,369",11,45%,2015,"1,490"
2758,L.McCoy,BUF,139,8.80%,202,,915,3,47%,2015,895
2759,Da.Johnson,ARI,133,15.70%,125,,688,8,56%,2015,581
2760,R.Mathews,PHI,133,20.40%,108,,610,6,53%,2015,539
2761,G.Bernard,CIN,131,11.80%,154,,761,2,49%,2015,730
2762,J.Langford,CHI,123,12.70%,148,,695,6,47%,2015,537
2763,R.Jennings,NYG,117,5.60%,195,,897,3,56%,2015,863
2764,J.Forsett,BAL,117,9.10%,151,,759,2,46%,2015,641
2765,M.Ingram,NO,108,6.60%,166,,788,6,45%,2015,769
2766,D.Freeman,ATL,90,-0.50%,264,,"1,107",11,46%,2015,"1,062"
2767,J.Hill,CIN,85,0.10%,223,,976,11,49%,2015,792
2768,D.McFadden,DAL,83,-0.40%,239,,"1,012",3,50%,2015,"1,089"
2769,D.Martin,TB,81,-1.60%,288,,"1,137",6,48%,2015,"1,402"
2770,L.Miller,MIA,81,1.70%,194,,806,8,43%,2015,872
2771,C.West,KC,77,2.80%,160,,705,4,45%,2015,634
2772,L.Blount,NE,64,0.20%,165,,729,6,52%,2015,703
2773,A.Blue,HOU,61,-0.20%,183,,726,2,45%,2015,698
2774,C.Hyde,SF,60,3.90%,115,,509,4,49%,2015,470
2775,C.Sims,TB,50,2.60%,107,,463,0,57%,2015,529
2776,M.Lynch,SEA,47,1.20%,111,,495,3,50%,2015,417
2777,T.J.Yeldon,JAC,39,-3.20%,182,,690,2,42%,2015,740
2778,I.Crowell,CLE,36,-4.00%,185,,736,4,41%,2015,706
2779,C.J.Anderson,DEN,34,-3.20%,152,,591,5,41%,2015,720
2780,L.Murray,OAK,32,-5.60%,266,,965,6,39%,2015,"1,066"
2781,B.Allen,BAL,31,-3.20%,137,,549,1,47%,2015,518
2782,Du.Johnson,CLE,30,-1.40%,104,,411,0,45%,2015,379
2783,C.Johnson,ARI,26,-5.40%,196,,735,3,47%,2015,812
2784,J.Stewart,CAR,23,-6.20%,242,,869,6,43%,2015,988
2785,R.Hillman,DEN,21,-6.20%,207,,777,7,45%,2015,863
2786,E.Lacy,GB,3,-8.30%,187,,688,3,49%,2015,758
2787,F.Gore,IND,0,-8.60%,260,,917,6,40%,2015,968
2788,A.Abdullah,DET,-2,-8.90%,143,,505,2,51%,2015,597
2789,A.Andrews,TEN,-6,-9.50%,143,,523,3,42%,2015,520
2790,D.Murray,PHI,-29,-12.10%,193,,659,6,45%,2015,704
2791,C.Ivory,NYJ,-31,-11.50%,247,,863,7,43%,2015,"1,073"
2792,J.Starks,GB,-46,-15.80%,148,,470,2,43%,2015,601
2793,A.Morris,WAS,-52,-15.00%,202,,612,2,39%,2015,751
2794,M.Gordon,SD,-68,-17.40%,184,,551,0,43%,2015,641
2795,M.Jones,WAS,-92,-23.40%,144,,386,3,46%,2015,490
2796,K.Williams,BUF,159,30.40%,93,,609,7,,2015,517
2797,T.Hightower,NO,110,16.50%,96,,555,4,,2015,375
2798,S.Ware,KC,106,25.80%,72,,438,6,,2015,403
2799,J.Charles,KC,96,24.80%,71,,401,4,,2015,364
2800,D.Sproles,PHI,80,14.80%,83,,426,3,,2015,317
2801,D.Lewis,NE,77,28.10%,49,,306,2,,2015,234
2802,A.Ellington,ARI,64,24.40%,45,,272,3,,2015,289
2803,K.Carey,CHI,56,21.20%,43,,251,2,,2015,161
2804,J.Grimes,HOU,54,20.00%,56,,251,1,,2015,282
2805,M.Gillislee,BUF,54,20.90%,47,,246,3,,2015,267
2806,M.Tolbert,CAR,54,9.80%,62,,339,1,,2015,256
2807,C.Michael,2TM,51,13.20%,54,,285,0,,2015,243
2808,J.McKinnon,MIN,50,15.30%,52,,260,2,,2015,271
2809,R.Turbin,2TM,45,13.50%,50,,249,1,,2015,199
2810,J.Olawale,OAK,44,33.50%,24,,160,1,,2015,110
2811,K.Barner,PHI,30,18.30%,28,,145,0,,2015,124
2812,K.Robinson,NO,29,3.00%,56,,257,4,,2015,180
2813,O.Darkwa,NYG,27,7.70%,37,,187,1,,2015,153
2814,B.Oliver,SD,27,10.10%,31,,169,0,,2015,108
2815,F.Jackson,SEA,25,17.90%,26,,120,0,,2015,100
2816,B.Powell,NYJ,25,1.00%,70,,261,1,,2015,313
2817,C.Thompson,WAS,22,8.00%,35,,150,0,,2015,216
2818,D.Brown,SD,21,0.30%,59,,242,1,,2015,229
2819,J.Randle,DAL,16,-3.50%,76,,288,4,,2015,315
2820,B.Brown,SEA,15,5.00%,26,,122,1,,2015,72
2821,D.Woodhead,SD,13,-5.50%,96,,388,3,,2015,330
2822,B.Sankey,TEN,12,-1.50%,47,,167,1,,2015,193
2823,S.Jackson,NE,11,2.80%,21,,105,1,,2015,50
2824,F.Whittaker,CAR,11,2.00%,25,,111,1,,2015,108
2825,S.Vereen,NYG,9,-4.80%,61,,214,0,,2015,260
2826,J.Gray,2TM,5,-5.80%,45,,173,0,,2015,176
2827,C.Artis-Payne,CAR,-1,-9.20%,45,,160,1,,2015,183
2828,M.Asiata,MIN,-3,-11.80%,29,,87,0,,2015,112
2829,T.Ward,ATL,-4,-12.30%,29,,87,1,,2015,95
2830,D.Harris,2TM,-7,-12.40%,48,,155,0,,2015,191
2831,B.Cunningham,STL,-10,-14.90%,37,,116,0,,2015,140
2832,D.McCluster,TEN,-12,-14.90%,55,,140,1,,2015,247
2833,T.Coleman,ATL,-12,-11.90%,87,,296,1,,2015,393
2834,J.White,NE,-12,-22.10%,22,,59,2,,2015,56
2835,M.Davis,SF,-13,-17.30%,35,,106,1,,2015,58
2836,J.Bell,DET,-15,-12.50%,90,,308,4,,2015,311
2837,D.Cobb,TEN,-16,-16.40%,52,,148,1,,2015,146
2838,J.Ajayi,MIA,-17,-17.70%,49,,130,1,,2015,187
2839,Z.Stacy,NYJ,-17,-24.00%,31,,69,1,,2015,89
2840,A.Dixon,BUF,-18,-26.90%,21,,55,1,,2015,44
2841,D.Herron,2TM,-19,-26.20%,25,,61,0,,2015,79
2842,K.Williams,ARI,-19,-27.10%,27,,57,1,,2015,142
2843,K.Davis,KC,-19,-25.70%,28,,66,1,,2015,72
2844,T.West,2TM,-22,-17.20%,62,,187,0,,2015,231
2845,S.Draughn,2TM,-24,-16.80%,78,,213,1,,2015,273
2846,T.Riddick,DET,-29,-24.50%,43,,110,0,,2015,133
2847,C.J.Spiller,NO,-29,-28.50%,36,,80,0,,2015,112
2848,C.Polk,HOU,-31,-17.00%,99,,265,1,,2015,334
2849,A.Bradshaw,IND,-38,-36.00%,31,,57,0,,2015,85
2850,B.Bolden,NE,-40,-24.30%,63,,155,0,,2015,207
2851,D.Robinson,JAC,-43,-24.40%,67,,164,1,,2015,265
2852,T.Gerhart,JAC,-47,-50.80%,20,,20,0,,2015,44
2853,A.Foster,HOU,-51,-29.70%,63,,126,1,,2015,165
2854,S.Ridley,NYJ,-51,-45.50%,36,,36,0,,2015,90
2855,A.Williams,NYG,-83,-30.90%,88,,186,1,,2015,257
2856,T.Mason,STL,-99,-41.70%,75,,97,1,,2015,209
2857,E.Elliott,DAL,339,15.90%,322,,"1,743",15,57%,2016,"1,626"
2858,L.McCoy,BUF,338,28.30%,234,,"1,339",14,51%,2016,"1,269"
2859,L.Bell,PIT,277,17.30%,261,,"1,371",7,56%,2016,"1,269"
2860,M.Gillislee,BUF,256,44.90%,101,,827,8,66%,2016,577
2861,J.Howard,CHI,219,12.30%,252,,"1,258",6,49%,2016,"1,313"
2862,C.Hyde,SF,204,15.30%,216,,"1,068",6,48%,2016,991
2863,J.Ajayi,MIA,185,9.30%,260,,"1,187",8,43%,2016,"1,273"
2864,B.Powell,NYJ,182,23.10%,131,,788,3,56%,2016,714
2865,Da.Johnson,ARI,177,5.10%,292,,"1,404",16,50%,2016,"1,235"
2866,M.Ingram,NO,175,11.30%,205,,"1,038",6,56%,2016,"1,043"
2867,I.Crowell,CLE,169,13.40%,198,,932,7,39%,2016,952
2868,F.Gore,IND,159,5.60%,263,,"1,222",5,49%,2016,"1,032"
2869,D.Freeman,ATL,148,6.40%,227,,"1,089",11,50%,2016,"1,079"
2870,L.Blount,NE,131,1.50%,299,,"1,339",18,44%,2016,"1,161"
2871,D.Henry,TEN,131,19.60%,110,,612,5,55%,2016,490
2872,T.Hightower,NO,121,11.90%,133,,708,4,52%,2016,548
2873,R.Kelley,WAS,102,5.80%,168,,775,6,48%,2016,704
2874,T.Coleman,ATL,86,9.70%,118,,544,8,45%,2016,528
2875,R.Mathews,PHI,58,0.00%,155,,672,8,52%,2016,657
2876,S.Ware,KC,54,-2.70%,214,,875,3,53%,2016,921
2877,C.Michael,2TM,52,-0.60%,148,,645,7,49%,2016,583
2878,J.Rodgers,TB,47,0.20%,129,,542,2,49%,2016,560
2879,L.Murray,OAK,46,-3.40%,195,,854,12,49%,2016,788
2880,D.Murray,TEN,42,-5.30%,294,,"1,165",10,50%,2016,"1,287"
2881,J.Hill,CIN,34,-5.00%,222,,883,9,44%,2016,839
2882,P.Perkins,NYG,11,-6.10%,112,,407,0,44%,2016,456
2883,A.Blue,HOU,6,-7.20%,100,,373,1,45%,2016,420
2884,T.West,BAL,3,-8.20%,193,,671,5,42%,2016,783
2885,M.Gordon,SD,2,-8.40%,254,,945,10,45%,2016,997
2886,M.Forte,NYJ,-2,-8.80%,218,,768,7,41%,2016,813
2887,T.Rawls,SEA,-2,-9.00%,108,,391,3,41%,2016,349
2888,M.Asiata,MIN,-13,-10.80%,121,,492,6,50%,2016,402
2889,J.McKinnon,MIN,-15,-11.00%,159,,508,2,42%,2016,539
2890,L.Miller,HOU,-21,-10.50%,268,,908,5,45%,2016,"1,077"
2891,C.J.Anderson,DEN,-23,-13.50%,110,,356,4,39%,2016,437
2892,J.Stewart,CAR,-29,-11.80%,218,,740,9,44%,2016,826
2893,T.Gurley,LARM,-66,-14.40%,278,,880,6,41%,2016,885
2894,T.J.Yeldon,JAC,-81,-24.80%,130,,299,1,38%,2016,465
2895,D.Martin,TB,-82,-22.00%,144,,394,4,42%,2016,421
2896,R.Jennings,NYG,-86,-20.50%,180,,485,3,39%,2016,587
2897,D.Booker,DEN,-95,-21.10%,174,,502,4,45%,2016,612
2898,C.Ivory,JAC,-125,-34.30%,117,,215,3,45%,2016,439
2899,R.Burkhead,CIN,163,42.00%,74,,543,2,,2016,344
2900,C.Thompson,WAS,111,33.90%,68,,406,3,,2016,356
2901,D.Sproles,PHI,99,17.60%,94,,485,2,,2016,438
2902,R.Turbin,IND,96,32.20%,46,,360,6,,2016,163
2903,T.Montgomery,GB,86,17.60%,77,,422,3,,2016,457
2904,E.Lacy,GB,84,20.40%,71,,386,0,,2016,360
2905,M.Jones,WAS,83,10.20%,99,,514,3,,2016,461
2906,J.Richard,OAK,76,16.70%,83,,380,1,,2016,491
2907,D.Lewis,NE,74,21.00%,64,,333,0,,2016,283
2908,K.Drake,MIA,60,38.10%,33,,208,2,,2016,179
2909,D.Washington,OAK,55,7.00%,87,,390,2,,2016,467
2910,Du.Johnson,CLE,54,11.20%,73,,321,1,,2016,358
2911,K.Dixon,BAL,54,5.10%,88,,425,3,,2016,378
2912,K.Barner,PHI,47,33.90%,27,,173,2,,2016,129
2913,C.J.Prosise,SEA,38,19.60%,31,,177,1,,2016,172
2914,A.Ripkowski,GB,30,9.00%,34,,197,2,,2016,150
2915,J.White,NE,24,7.80%,39,,168,0,,2016,166
2916,G.Bernard,CIN,24,-2.10%,91,,364,2,,2016,337
2917,S.Draughn,SF,24,-0.70%,74,,300,4,,2016,196
2918,Da.Williams,MIA,22,6.30%,35,,164,3,,2016,115
2919,Z.Zenner,DET,21,-3.10%,88,,370,4,,2016,334
2920,O.Darkwa,NYG,18,6.90%,30,,127,2,,2016,111
2921,W.Smallwood,PHI,17,-3.40%,77,,304,1,,2016,314
2922,K.Bibbs,DEN,14,2.70%,29,,131,0,,2016,129
2923,C.Johnson,ARI,7,-2.00%,25,,105,1,,2016,95
2924,T.Ward,ATL,7,-2.80%,31,,115,0,,2016,151
2925,C.Artis-Payne,CAR,6,-4.50%,36,,139,2,,2016,144
2926,K.Carey,CHI,3,-6.40%,32,,115,0,,2016,126
2927,A.Morris,DAL,3,-7.70%,69,,271,2,,2016,243
2928,S.Vereen,NYG,1,-7.80%,33,,121,1,,2016,158
2929,J.Langford,CHI,-2,-9.30%,62,,233,4,,2016,201
2930,B.Cunningham,LARM,-2,-11.40%,21,,70,0,,2016,101
2931,J.Grimes,HOU,-4,-14.00%,23,,63,0,,2016,105
2932,T.Riddick,DET,-5,-9.80%,92,,310,1,,2016,357
2933,A.Collins,SEA,-6,-13.00%,31,,103,1,,2016,125
2934,D.McFadden,DAL,-7,-15.70%,24,,74,0,,2016,87
2935,C.Grant,JAC,-9,-15.00%,32,,104,1,,2016,164
2936,M.Tolbert,CAR,-14,-18.60%,35,,98,0,,2016,114
2937,D.Williams,PIT,-17,-12.80%,98,,312,4,,2016,343
2938,A.Hunt,HOU,-17,-32.80%,20,,33,0,,2016,109
2939,P.Barber,TB,-19,-17.20%,55,,161,1,,2016,223
2940,A.Foster,MIA,-24,-33.60%,22,,43,0,,2016,55
2941,A.Ellington,ARI,-25,-26.80%,34,,77,0,,2016,96
2942,D.Robinson,JAC,-25,-24.10%,41,,97,0,,2016,144
2943,D.Harris,SF,-31,-28.10%,38,,85,0,,2016,144
2944,J.Williams,BUF,-31,-32.90%,27,,59,1,,2016,98
2945,K.Farrow,SD,-33,-21.10%,60,,172,0,,2016,192
2946,F.Whittaker,CAR,-34,-24.10%,57,,131,0,,2016,265
2947,R.Hillman,2TM,-36,-31.30%,40,,79,0,,2016,132
2948,Dw.Washington,DET,-39,-19.30%,90,,250,1,,2016,265
2949,C.Sims,TB,-52,-33.60%,51,,93,1,,2016,149
2950,J.Starks,GB,-54,-29.60%,62,,133,0,,2016,151
2951,A.Peterson,MIN,-57,-49.10%,37,,29,0,,2016,72
2952,C.West,KC,-60,-25.50%,88,,207,1,,2016,293
2953,J.Forsett,3TM,-103,-37.20%,87,,142,1,,2016,291
2954,D.Lewis,NE,273,27.60%,180,,"1,090",6,56%,2017,896
2955,T.Gurley,LARM,268,13.90%,279,,"1,444",13,53%,2017,"1,305"
2956,A.Kamara,NO,255,44.50%,120,,828,8,53%,2017,728
2957,K.Hunt,KC,222,11.90%,272,,"1,292",8,47%,2017,"1,327"
2958,L.Bell,PIT,214,7.90%,321,,"1,462",9,49%,2017,"1,315"
2959,A.Collins,BAL,205,15.10%,212,,"1,075",6,51%,2017,980
2960,E.Elliott,DAL,205,11.10%,242,,"1,228",7,57%,2017,983
2961,M.Ingram,NO,193,11.20%,230,,"1,157",12,49%,2017,"1,127"
2962,M.Lynch,OAK,165,10.10%,207,,"1,022",7,49%,2017,891
2963,J.Howard,CHI,160,5.80%,276,,"1,219",9,42%,2017,"1,124"
2964,L.Fournette,JAC,115,2.10%,268,,"1,109",9,44%,2017,"1,040"
2965,J.Williams,GB,108,7.40%,153,,760,4,48%,2017,556
2966,B.Allen,BAL,96,6.20%,153,,714,4,47%,2017,591
2967,D.Freeman,ATL,89,1.50%,195,,895,7,51%,2017,862
2968,M.Breida,SF,87,13.00%,104,,486,2,47%,2017,471
2969,A.Morris,DAL,79,8.40%,115,,531,1,51%,2017,547
2970,J.Mixon,CIN,68,1.00%,177,,722,4,41%,2017,606
2971,F.Gore,IND,66,-2.30%,261,,"1,012",3,44%,2017,955
2972,P.Barber,TB,63,4.40%,108,,522,3,57%,2017,423
2973,L.Murray,MIN,59,-2.30%,216,,901,8,44%,2017,842
2974,L.Miller,HOU,57,-2.80%,238,,941,3,45%,2017,892
2975,D.Henry,TEN,56,-1.20%,176,,737,5,48%,2017,744
2976,O.Darkwa,NYG,53,-1.30%,171,,714,5,46%,2017,751
2977,G.Bernard,CIN,48,3.40%,105,,427,2,40%,2017,458
2978,I.Crowell,CLE,46,-2.90%,205,,763,2,40%,2017,851
2979,M.Gillislee,NE,39,-0.80%,104,,492,5,58%,2017,383
2980,J.Ajayi,2TM,27,-5.10%,208,,725,1,43%,2017,885
2981,D.Murray,TEN,27,-5.00%,184,,698,6,39%,2017,659
2982,M.Gordon,LACH,21,-6.80%,284,,"1,039",8,40%,2017,"1,105"
2983,C.J.Anderson,DEN,16,-6.90%,245,,862,3,42%,2017,"1,007"
2984,W.Gallman,NYG,15,-5.20%,111,,415,0,50%,2017,476
2985,T.Coleman,ATL,14,-6.50%,156,,576,5,40%,2017,628
2986,C.Hyde,SF,12,-7.40%,239,,865,8,44%,2017,940
2987,C.McCaffrey,CAR,11,-6.20%,117,,413,2,45%,2017,435
2988,K.Williams,ARI,10,-6.60%,120,,436,1,43%,2017,426
2989,A.Abdullah,DET,-9,-10.00%,165,,525,4,35%,2017,553
2990,L.Blount,PHI,-9,-9.80%,173,,619,2,43%,2017,766
2991,K.Drake,MIA,-14,-11.30%,133,,441,3,44%,2017,648
2992,M.Forte,NYJ,-20,-13.90%,103,,297,2,41%,2017,382
2993,J.McKinnon,MIN,-24,-12.70%,150,,460,3,43%,2017,570
2994,L.McCoy,BUF,-26,-10.80%,286,,962,6,43%,2017,"1,138"
2995,C.Ivory,JAC,-38,-17.00%,112,,327,1,38%,2017,386
2996,B.Powell,NYJ,-43,-14.80%,178,,526,5,35%,2017,772
2997,J.Stewart,CAR,-54,-14.80%,198,,650,6,45%,2017,681
2998,D.Martin,TB,-77,-22.50%,138,,352,3,35%,2017,405
2999,A.Peterson,2TM,-85,-21.90%,156,,411,3,40%,2017,534
3000,S.Perine,WAS,-85,-20.50%,174,,478,1,43%,2017,599
3001,A.Jones,GB,143,31.30%,81,,542,4,,2017,448
3002,Du.Johnson,CLE,90,15.70%,81,,467,4,,2017,344
3003,R.Smith,DAL,81,23.90%,55,,347,4,,2017,232
3004,C.Grant,JAC,79,53.60%,30,,236,2,,2017,248
3005,C.Clement,PHI,71,14.50%,74,,382,4,,2017,321
3006,A.Ekeler,LACH,59,22.70%,47,,257,2,,2017,260
3007,R.Burkhead,NE,56,10.50%,64,,344,5,,2017,264
3008,D.Cook,MIN,48,7.40%,74,,333,2,,2017,354
3009,T.Montgomery,GB,37,2.80%,71,,341,3,,2017,273
3010,S.Ridley,PIT,34,27.10%,26,,135,1,,2017,108
3011,C.Carson,SEA,33,7.00%,49,,234,0,,2017,208
3012,E.Penny,ARI,33,15.80%,31,,168,2,,2017,124
3013,J.D.McKissic,SEA,31,8.20%,45,,209,1,,2017,186
3014,J.Conner,PIT,20,10.20%,32,,125,0,,2017,144
3015,T.Green,DET,17,0.00%,42,,192,2,,2017,165
3016,J.Richard,OAK,15,-1.40%,56,,209,1,,2017,275
3017,R.Kelley,WAS,15,-2.80%,62,,254,3,,2017,194
3018,A.Blue,HOU,14,-4.00%,71,,286,1,,2017,262
3019,T.West,BAL,14,0.20%,39,,158,2,,2017,139
3020,T.Ward,ATL,10,-0.30%,30,,121,0,,2017,129
3021,D.Foreman,HOU,10,-5.50%,78,,300,2,,2017,327
3022,C.Sims,TB,9,2.90%,21,,82,0,,2017,95
3023,C.Thompson,WAS,9,-4.90%,64,,219,2,,2017,296
3024,K.Bibbs,WAS,9,2.20%,21,,83,0,,2017,79
3025,R.Turbin,IND,7,-2.40%,23,,114,1,,2017,53
3026,M.Mack,IND,6,-6.90%,93,,342,4,,2017,365
3027,T.Cohen,CHI,6,-6.80%,87,,284,2,,2017,372
3028,M.Brown,LARM,4,-6.90%,63,,201,1,,2017,246
3029,T.J.Yeldon,JAC,4,-6.70%,49,,172,2,,2017,253
3030,J.Rodgers,TB,2,-7.70%,64,,233,1,,2017,244
3031,J.Charles,DEN,2,-7.90%,69,,247,1,,2017,305
3032,J.White,NE,-1,-9.30%,43,,143,0,,2017,171
3033,D.Booker,DEN,-2,-9.20%,79,,262,1,,2017,299
3034,T.Cadet,2TM,-3,-11.20%,23,,80,0,,2017,96
3035,T.Riddick,DET,-3,-9.50%,84,,258,3,,2017,286
3036,A.Ellington,2TM,-6,-16.30%,20,,58,1,,2017,55
3037,J.Hill,CIN,-9,-14.20%,37,,121,0,,2017,121
3038,M.Tolbert,BUF,-9,-12.10%,66,,204,1,,2017,248
3039,C.Johnson,ARI,-19,-19.60%,45,,120,0,,2017,114
3040,W.Smallwood,PHI,-20,-19.50%,47,,127,1,,2017,174
3041,S.Vereen,NYG,-22,-22.60%,45,,101,0,,2017,164
3042,Da.Williams,MIA,-25,-22.70%,46,,112,0,,2017,181
3043,P.Perkins,NYG,-29,-27.10%,41,,88,0,,2017,90
3044,B.Oliver,LACH,-32,-31.40%,35,,69,0,,2017,83
3045,Dw.Washington,DET,-36,-49.10%,20,,18,0,,2017,44
3046,M.Davis,SEA,-38,-23.10%,69,,161,0,,2017,240
3047,D.Washington,OAK,-55,-33.10%,57,,103,2,,2017,153
3048,E.McGuire,NYJ,-56,-25.80%,88,,191,1,,2017,315
3049,E.Lacy,SEA,-81,-37.90%,69,,107,0,,2017,179
3050,T.Rawls,SEA,-83,-40.90%,58,,87,0,,2017,157
