,Player,Team,DYAR,DVOA,Targets,Yards,EfYds,TD,Catch_rate,Year,Yds
393,A.Pierce,NYG,-13,-16.90%,19,,88,0,63%,1993,212
394,W.Reeves,PHX,-15,-19.90%,16,,66,1,56%,1993,67
395,T.McNeal,LARM,-16,-18.80%,18,,82,1,44%,1993,75
396,R.Wetnight,CHI,-20,-25.70%,18,,48,1,50%,1993,93
397,M.Dyal,2TM,-21,-27.10%,16,,44,0,44%,1993,83
398,B.Rolle,PHX,-22,-27.10%,14,,45,1,71%,1993,67
399,C.Gedney,CHI,-27,-32.60%,16,,31,0,63%,1993,98
400,A.Cooper,2TM,-28,-28.40%,19,,51,0,47%,1993,112
401,Ty.Armstrong,TB,-29,-33.90%,16,,29,1,56%,1993,86
402,M.Johnson,PHI,-31,-36.00%,16,,23,0,63%,1993,81
403,F.Wycheck,WAS,-52,-38.50%,24,,26,0,67%,1993,113
404,D.Ware,PHX,-55,-67.70%,12,,-43,0,25%,1993,45
405,C.Arbuckle,IND,-75,-59.40%,23,,-42,0,65%,1993,92
406,B.Jones,SF,229,40.80%,74,,901,9,66%,1994,670
407,B.Coates,NE,223,15.90%,148,,"1,293",7,65%,1994,"1,174"
408,S.Sharpe,DEN,134,7.30%,139,,"1,062",4,63%,1994,"1,010"
409,J.Novacek,DAL,133,20.90%,68,,685,2,69%,1994,475
410,H.Cross,NYG,129,39.10%,41,,515,4,76%,1994,364
411,P.Metzelaars,BUF,106,16.60%,68,,606,5,72%,1994,428
412,T.Drayton,LARM,78,17.90%,47,,432,6,68%,1994,276
413,K.Jackson,MIA,73,4.00%,94,,702,7,63%,1994,673
414,E.Green,PIT,59,4.10%,80,,563,4,58%,1994,620
415,I.Smith,NO,54,7.40%,52,,426,3,79%,1994,330
416,E.West,GB,41,3.60%,54,,408,2,57%,1994,377
417,M.Bavaro,PHI,36,10.50%,33,,246,3,52%,1994,215
418,A.Pierce,NYG,33,6.60%,37,,270,4,51%,1994,211
419,A.Glover,LARD,29,1.70%,55,,338,2,60%,1994,371
420,A.Cooper,MIN,27,1.70%,44,,309,0,73%,1994,360
421,D.Walker,KC,26,0.20%,51,,350,2,71%,1994,382
422,J.Mitchell,NYJ,22,-4.30%,110,,677,4,53%,1994,749
423,A.Jordan,MIN,22,-0.90%,53,,344,0,66%,1994,336
424,W.Walls,NO,21,-2.80%,70,,445,4,56%,1994,413
425,Keith Cash,KC,21,4.10%,29,,204,2,66%,1994,192
426,J.Harris,TB,17,-1.10%,43,,273,2,56%,1994,317
427,Ty.Armstrong,TB,15,-1.70%,34,,252,1,65%,1994,265
428,To.McGee,CIN,13,-4.70%,76,,446,1,53%,1994,492
429,A.Pupunu,SD,6,-5.20%,37,,240,2,57%,1994,214
430,M.Johnson,PHI,-1,-7.80%,35,,186,2,60%,1994,204
431,J.Evans,DEN,-18,-16.70%,26,,119,2,50%,1994,127
432,D.Ware,ARI,-19,-17.00%,30,,124,1,57%,1994,171
433,Kerry Cash,IND,-23,-18.50%,30,,122,1,53%,1994,191
434,B.Kinchen,CLE1,-30,-19.20%,39,,147,1,62%,1994,232
435,E.Horton,WAS,-34,-21.70%,32,,123,3,47%,1994,157
436,J.Thornton,NYJ,-38,-23.50%,35,,113,0,57%,1994,171
437,P.Green,SEA,-48,-22.70%,48,,158,1,63%,1994,208
438,M.Cook,CHI,-62,-27.80%,43,,120,1,49%,1994,212
439,R.Hall,DET,-69,-54.10%,25,,-26,0,40%,1994,106
440,D.Young,SD,69,38.30%,23,,279,1,74%,1994,217
441,M.Chmura,GB,35,19.20%,21,,188,0,67%,1994,165
442,C.Gedney,CHI,35,17.80%,19,,192,3,68%,1994,157
443,R.Johnson,GB,20,20.30%,10,,106,0,70%,1994,79
444,T.Popson,SF,12,3.30%,17,,123,0,76%,1994,141
445,J.Jenkins,WAS,12,5.70%,11,,101,4,73%,1994,32
446,R.Holman,DET,10,-0.70%,23,,153,0,74%,1994,163
447,K.Jennings,CHI,8,-1.90%,19,,135,3,58%,1994,75
448,T.Greene,KC,4,-1.50%,12,,75,1,50%,1994,69
449,J.Burke,NE,4,-3.00%,15,,95,0,60%,1994,86
450,F.Wycheck,WAS,1,-5.10%,10,,55,1,70%,1994,55
451,R.Wetnight,CHI,-2,-8.70%,20,,105,1,55%,1994,104
452,T.Samuels,ARI,-8,-18.60%,10,,39,0,80%,1994,57
453,S.Mitchell,SD,-8,-14.00%,17,,81,0,65%,1994,105
454,W.Reeves,CLE1,-8,-16.00%,12,,62,1,50%,1994,61
455,C.Fann,ARI,-11,-16.30%,19,,78,0,63%,1994,100
456,T.Hallock,DET,-28,-33.10%,16,,30,0,44%,1994,75
457,J.Hayes,PIT,-34,-50.20%,11,,-8,1,45%,1994,50
458,T.Sadowski,CIN,-38,-41.90%,17,,10,0,65%,1994,54
459,P.Carter,HOIL,-51,-42.70%,22,,10,1,50%,1994,74
460,F.Edmunds,SEA,-51,-59.10%,13,,-29,0,54%,1994,43
461,M.Chmura,GB,266,43.90%,74,,"1,019",7,73%,1995,679
462,K.Dilger,IND,205,48.30%,55,,757,4,76%,1995,635
463,S.Sharpe,DEN,175,20.40%,94,,913,4,67%,1995,746
464,J.Novacek,DAL,164,20.40%,90,,854,5,69%,1995,705
465,I.Smith,NO,134,26.70%,55,,626,3,82%,1995,466
466,W.Walls,NO,126,12.50%,91,,810,4,63%,1995,696
467,To.McGee,CIN,115,12.70%,92,,735,4,60%,1995,754
468,F.Wycheck,HOIL,110,25.80%,51,,521,1,78%,1995,471
469,P.Mitchell,JAC,96,16.30%,64,,549,2,64%,1995,527
470,C.Crumpler,SEA,79,34.30%,29,,331,1,79%,1995,254
471,K.Jennings,CHI,66,15.20%,39,,392,6,64%,1995,217
472,E.Green,MIA,63,7.30%,64,,498,3,67%,1995,499
473,R.Wetnight,CHI,37,9.40%,32,,268,2,75%,1995,193
474,D.Walker,KC,36,8.50%,34,,270,1,74%,1995,205
475,Keith Cash,KC,30,0.00%,61,,416,1,69%,1995,419
476,T.Drayton,STL,23,-2.50%,68,,453,4,69%,1995,458
477,J.Harris,TB,17,-4.50%,99,,548,1,63%,1995,751
478,E.West,PHI,14,-0.80%,33,,213,1,61%,1995,190
479,J.Mitchell,NYJ,13,-4.80%,80,,467,5,56%,1995,497
480,B.Jones,SF,13,-5.40%,100,,583,3,61%,1995,594
481,R.Griffith,JAC,11,-1.90%,30,,193,0,53%,1995,243
482,A.Glover,OAK,7,-4.90%,40,,249,3,65%,1995,220
483,B.Coates,NE,5,-6.70%,138,,794,6,61%,1995,915
484,K.Brady,NYJ,-1,-7.60%,52,,293,2,50%,1995,252
485,A.Cooper,MIN,-3,-8.70%,31,,168,0,58%,1995,207
486,P.Metzelaars,CAR,-3,-8.70%,34,,194,3,59%,1995,171
487,A.Jordan,MIN,-7,-10.30%,33,,185,2,82%,1995,187
488,L.Johnson,BUF,-11,-9.30%,81,,430,1,60%,1995,504
489,B.Kinchen,CLE1,-14,-14.40%,32,,138,0,63%,1995,216
490,A.Pierce,NYG,-15,-11.80%,54,,247,0,61%,1995,310
491,C.Bell,WAS,-16,-16.70%,25,,106,1,56%,1995,166
492,F.Baxter,NYJ,-20,-15.90%,33,,148,1,55%,1995,222
493,A.Pupunu,SD,-21,-13.20%,50,,247,0,70%,1995,315
494,O.McBride,ARI,-31,-25.20%,25,,79,2,52%,1995,112
495,Kerry Cash,OAK,-33,-19.70%,40,,151,2,63%,1995,259
496,C.Fauria,SEA,-33,-22.30%,37,,113,1,46%,1995,181
497,J.Burke,NE,-34,-24.50%,29,,92,0,52%,1995,136
498,H.Cross,NYG,-40,-23.20%,36,,122,0,50%,1995,197
499,M.Bruener,PIT,-40,-19.20%,48,,196,3,54%,1995,238
500,M.Cook,STL,-47,-29.60%,32,,75,1,81%,1995,140
501,D.Sloan,DET,52,25.10%,24,,248,1,71%,1995,184
502,K.Jackson,GB,50,31.20%,19,,220,1,68%,1995,142
503,J.Asher,WAS,38,16.90%,22,,214,0,64%,1995,172
504,J.Evans,DEN,26,19.20%,15,,140,1,80%,1995,124
505,W.Gaines,ARI,2,-6.10%,24,,133,2,58%,1995,117
506,H.Bishop,CLE1,2,-6.00%,22,,121,0,73%,1995,135
507,F.Hartley,CLE1,-2,-8.70%,17,,104,1,65%,1995,138
508,D.Young,SD,-2,-9.40%,14,,78,0,64%,1995,90
509,R.Lewis,HOIL,-4,-10.00%,21,,110,0,76%,1995,116
510,T.Cline,BUF,-5,-11.90%,13,,72,0,62%,1995,64
511,J.Hayes,PIT,-8,-13.30%,18,,94,0,61%,1995,113
512,D.Moore,TB,-19,-20.80%,19,,76,0,68%,1995,102
513,T.Popson,SF,-24,-25.50%,20,,58,0,80%,1995,128
514,Ty.Armstrong,TB,-25,-40.10%,12,,10,0,58%,1995,68
515,R.Hall,DET,-27,-31.10%,18,,36,0,61%,1995,81
516,S.Galbraith,WAS,-36,-31.00%,20,,50,2,50%,1995,80
517,W.Rasby,CAR,-71,-65.20%,18,,-52,0,28%,1995,47
518,S.Sharpe,DEN,303,31.50%,117,,"1,318",10,68%,1996,"1,062"
519,K.Jackson,GB,181,33.80%,63,,766,10,63%,1996,505
520,B.Kinchen,BAL,181,27.80%,76,,828,1,72%,1996,581
521,W.Walls,CAR,177,17.40%,110,,988,10,55%,1996,713
522,T.Popson,SF,130,44.20%,35,,498,6,74%,1996,301
523,F.Wycheck,HOIL,119,19.30%,68,,634,6,78%,1996,511
524,K.Dilger,IND,117,19.50%,60,,623,4,70%,1996,503
525,P.Mitchell,JAC,110,16.80%,77,,627,1,68%,1996,580
526,To.McGee,CIN,95,15.20%,63,,562,4,60%,1996,446
527,P.Carter,ARI,94,30.80%,37,,411,1,70%,1996,329
528,B.Jones,SF,90,20.60%,48,,471,1,69%,1996,428
529,J.Asher,WAS,68,7.10%,74,,545,4,57%,1996,481
530,J.Dunn,PHI,66,27.30%,31,,306,2,48%,1996,332
531,B.Coates,NE,56,1.00%,100,,694,9,62%,1996,682
532,E.Bjornson,DAL,50,4.70%,64,,459,3,75%,1996,391
533,C.Fauria,SEA,44,16.40%,30,,254,1,60%,1996,214
534,M.Chmura,GB,32,2.20%,48,,348,0,58%,1996,370
535,T.Drayton,2TM,28,4.60%,39,,258,0,72%,1996,331
536,E.Green,BAL,26,8.30%,24,,200,1,63%,1996,150
537,D.Moore,TB,25,1.00%,43,,314,3,63%,1996,237
538,A.Pupunu,SD,18,0.90%,35,,226,1,69%,1996,271
539,D.May,SD,9,-2.40%,30,,186,0,63%,1996,188
540,R.Johnson,KC,9,-3.10%,33,,192,1,55%,1996,189
541,C.Crumpler,SEA,4,-5.60%,39,,239,0,67%,1996,260
542,R.Wetnight,CHI,1,-6.90%,39,,216,1,54%,1996,223
543,D.Brown,JAC,-3,-8.80%,28,,162,0,61%,1996,141
544,P.Metzelaars,DET,-14,-15.30%,25,,116,0,68%,1996,146
545,K.Brady,NYJ,-33,-22.90%,31,,107,1,48%,1996,144
546,T.Cline,BUF,-36,-25.20%,29,,89,1,66%,1996,117
547,J.Harris,TB,-52,-20.30%,60,,226,1,50%,1996,349
548,D.Carswell,DEN,-56,-41.70%,25,,15,0,60%,1996,85
549,A.Jordan,MIN,-61,-37.00%,31,,40,0,61%,1996,128
550,L.Johnson,BUF,-86,-24.50%,80,,235,0,58%,1996,457
551,R.Dudley,OAK,-93,-27.80%,70,,178,4,49%,1996,386
552,H.Cross,NYG,-95,-36.50%,45,,67,1,49%,1996,178
553,H.Lusk,NO,-101,-41.10%,48,,31,0,56%,1996,210
554,Keith Cash,-125,37,37,90,,0,42%,1,1996,-81
555,S.Galbraith,WAS,45,51.80%,10,,161,2,80%,1996,89
556,B.Chamberlain,DEN,38,26.20%,17,,176,0,71%,1996,129
557,A.Pierce,NYG,36,23.20%,18,,176,1,61%,1996,144
558,B.Neely,CHI,25,21.80%,13,,126,0,69%,1996,92
559,A.Glover,OAK,19,11.30%,14,,128,1,64%,1996,101
560,E.Conwell,STL,18,5.20%,23,,162,0,65%,1996,164
561,P.Green,NO,17,19.00%,11,,94,0,64%,1996,91
562,J.McWilliams,ARI,17,10.30%,16,,120,1,44%,1996,80
563,B.Roche,SD,16,7.00%,17,,131,0,76%,1996,111
564,Ji.Johnson,PHI,15,8.70%,12,,110,0,58%,1996,127
565,To.Johnson,NO,14,11.50%,11,,96,1,64%,1996,76
566,M.Pollard,IND,1,-5.50%,12,,70,1,50%,1996,86
567,F.Baxter,NYJ,-1,-8.20%,16,,91,0,44%,1996,114
568,E.West,PHI,-2,-9.80%,12,,62,0,67%,1996,91
569,M.Battaglia,CIN,-4,-12.20%,14,,59,0,57%,1996,79
570,D.Sloan,DET,-5,-16.60%,10,,36,0,70%,1996,51
571,M.Bruener,PIT,-9,-12.60%,24,,118,0,50%,1996,141
572,R.Lewis,HOIL,-13,-26.20%,10,,30,0,70%,1996,50
573,D.Walker,KC,-24,-25.90%,21,,55,1,43%,1996,73
574,B.Saxton,NYG,-24,-37.80%,11,,14,0,36%,1996,31
575,I.Smith,NO,-24,-23.60%,23,,72,0,65%,1996,144
576,A.Laing,STL,-28,-25.40%,24,,70,0,54%,1996,116
577,S.Mitchell,SD,-83,-65.80%,21,,-62,0,48%,1996,58
578,G.DeLong,MIN,-103,-82.70%,20,,-110,0,40%,1996,34
579,T.Drayton,MIA,185,50.10%,50,,675,4,78%,1997,558
580,S.Sharpe,DEN,181,17.70%,114,,"1,006",3,63%,1997,"1,107"
581,B.Coates,NE,146,14.90%,98,,870,8,67%,1997,737
582,To.McGee,CIN,118,25.20%,53,,565,6,64%,1997,414
583,R.Dudley,OAK,112,11.30%,91,,749,7,53%,1997,787
584,W.Walls,CAR,107,8.70%,97,,795,6,60%,1997,746
585,K.Dilger,IND,104,38.50%,36,,417,3,75%,1997,380
586,P.Mitchell,JAC,100,25.40%,47,,474,4,74%,1997,380
587,F.Wycheck,TEN,88,6.10%,99,,744,4,64%,1997,748
588,C.Gedney,ARI,78,32.60%,28,,334,4,82%,1997,261
589,D.Moore,TB,74,32.80%,26,,319,4,73%,1997,217
590,C.Crumpler,SEA,72,19.70%,44,,381,1,70%,1997,361
591,M.Chmura,GB,69,10.10%,56,,483,6,68%,1997,417
592,F.Baxter,NYJ,63,20.30%,35,,330,3,77%,1997,276
593,F.Jones,SD,41,1.90%,69,,469,2,59%,1997,505
594,T.Gonzalez,KC,38,2.80%,54,,399,2,61%,1997,368
595,R.Wetnight,CHI,36,1.30%,65,,430,1,71%,1997,464
596,E.Conwell,STL,36,1.80%,60,,408,4,63%,1997,404
597,A.Glover,MIN,36,2.80%,55,,376,3,58%,1997,378
598,T.Popson,KC,35,4.50%,47,,330,2,74%,1997,320
599,B.Jones,SF,34,3.10%,47,,345,2,62%,1997,383
600,M.Bruener,PIT,30,6.40%,30,,246,6,60%,1997,122
601,J.Farquhar,NO,28,9.80%,26,,199,1,65%,1997,253
602,O.J.Santiago,ATL,21,2.50%,32,,222,2,53%,1997,217
603,E.Green,BAL,14,-5.20%,100,,584,5,65%,1997,601
604,J.Harris,TB,0,-7.10%,34,,211,1,56%,1997,197
605,K.Brady,NYJ,-5,-9.40%,35,,197,2,63%,1997,238
606,F.Hartley,SD,-14,-12.70%,38,,181,1,50%,1997,246
607,E.Bjornson,DAL,-32,-14.20%,68,,313,0,69%,1997,442
608,D.LaFleur,DAL,-35,-30.00%,24,,53,2,75%,1997,126
609,J.Riemersma,BUF,-47,-26.40%,40,,104,2,65%,1997,208
610,D.Sloan,DET,-55,-26.20%,48,,125,0,60%,1997,264
611,H.Cross,NYG,-78,-37.40%,38,,48,2,55%,1997,150
612,I.Smith,NO,-85,-43.00%,36,,15,1,47%,1997,180
613,L.Johnson,BUF,-96,-29.80%,63,,149,2,65%,1997,340
614,J.Asher,WAS,-132,-28.50%,99,,235,1,49%,1997,474
615,G.Clark,SF,43,60.20%,10,,149,1,80%,1997,96
616,Ji.Johnson,PHI,38,19.20%,22,,203,1,64%,1997,177
617,C.Fauria,SEA,29,29.60%,13,,128,0,77%,1997,110
618,K.Jennings,CHI,26,14.80%,19,,155,0,74%,1997,164
619,B.Kozlowski,ATL,23,24.90%,11,,108,1,64%,1997,99
620,C.Lewis,PHI,22,8.20%,21,,169,4,57%,1997,94
621,De.Brown,JAC,19,17.80%,11,,104,1,73%,1997,84
622,J.McWilliams,ARI,13,9.60%,11,,90,0,64%,1997,75
623,J.Dunn,PHI,7,0.50%,13,,85,2,54%,1997,93
624,P.Metzelaars,DET,5,-4.10%,22,,132,0,77%,1997,144
625,B.Kinchen,BAL,4,-3.30%,15,,100,1,73%,1997,95
626,M.Pollard,IND,3,-5.40%,19,,121,0,53%,1997,116
627,E.West,ATL,0,-6.70%,13,,73,1,54%,1997,63
628,J.Allred,CHI,-12,-21.00%,13,,46,0,62%,1997,70
629,J.Thomason,GB,-14,-19.70%,16,,62,1,56%,1997,115
630,M.Roan,TEN,-14,-16.20%,24,,104,0,50%,1997,159
631,P.Carter,ARI,-23,-29.70%,13,,36,1,54%,1997,44
632,H.Goodwin,MIN,-24,-34.00%,14,,23,0,50%,1997,61
633,G.DeLong,MIN,-25,-36.40%,12,,18,0,67%,1997,75
634,M.Battaglia,CIN,-28,-27.00%,22,,57,1,55%,1997,152
635,A.Laing,STL,-28,-42.70%,11,,5,1,45%,1997,31
636,D.Carswell,DEN,-32,-31.40%,19,,42,1,63%,1997,96
637,E.Perry,MIA,-32,-36.20%,16,,23,1,69%,1997,45
638,A.Pierce,NYG,-78,-70.10%,19,,-65,0,53%,1997,47
639,B.Coates,NE,245,28.90%,95,,"1,103",6,71%,1998,668
640,S.Sharpe,DEN,204,22.00%,107,,"1,028",10,60%,1998,768
641,A.Glover,MIN,164,39.20%,59,,654,5,59%,1998,522
642,F.Wycheck,TEN,136,16.20%,91,,782,2,77%,1998,770
643,W.Walls,CAR,133,17.20%,78,,746,5,63%,1998,506
644,O.J.Santiago,ATL,123,40.00%,42,,489,5,64%,1998,428
645,J.Riemersma,BUF,122,44.70%,33,,463,6,76%,1998,288
646,To.McGee,CIN,121,54.00%,32,,432,1,69%,1998,363
647,J.McWilliams,ARI,112,41.10%,33,,439,4,79%,1998,284
648,Ty.Davis,GB,109,47.30%,29,,405,7,62%,1998,250
649,C.Cleeland,NO,107,11.90%,88,,701,6,61%,1998,684
650,J.Harris,TEN,75,14.40%,55,,452,2,78%,1998,412
651,C.Fauria,SEA,69,18.70%,44,,374,2,84%,1998,377
652,M.Chmura,GB,66,6.50%,74,,545,4,64%,1998,554
653,M.Pollard,IND,55,13.70%,40,,342,4,60%,1998,309
654,I.Smith,SF,45,8.10%,41,,345,5,61%,1998,266
655,C.Gedney,ARI,33,7.20%,32,,261,1,69%,1998,272
656,T.Drayton,MIA,32,2.40%,49,,352,3,61%,1998,334
657,D.Moore,TB,16,-1.40%,40,,262,4,60%,1998,255
658,R.Dudley,OAK,12,-4.80%,76,,442,5,46%,1998,548
659,P.Mitchell,JAC,12,-4.50%,63,,378,2,60%,1998,363
660,K.Brady,NYJ,10,-4.60%,50,,333,5,60%,1998,315
661,E.Bjornson,DAL,10,-1.80%,27,,166,1,56%,1998,218
662,D.LaFleur,DAL,-1,-7.60%,30,,169,2,67%,1998,180
663,K.Dilger,IND,-6,-9.10%,48,,259,1,65%,1998,303
664,E.Green,2TM,-8,-9.30%,59,,310,1,58%,1998,422
665,E.Perry,MIA,-17,-14.30%,38,,167,0,66%,1998,255
666,G.Clark,SF,-20,-18.20%,26,,111,1,46%,1998,124
667,J.Asher,WAS,-20,-13.60%,48,,222,0,58%,1998,294
668,W.Rasby,DET,-24,-20.40%,26,,103,1,58%,1998,119
669,E.Conwell,STL,-33,-23.70%,30,,97,0,50%,1998,105
670,L.Purnell,NE,-37,-29.40%,26,,61,2,46%,1998,92
671,M.Bruener,PIT,-41,-24.60%,33,,109,2,58%,1998,157
672,R.Wetnight,CHI,-43,-28.10%,32,,80,2,72%,1998,168
673,S.Alexander,WAS,-56,-21.70%,58,,204,4,64%,1998,383
674,T.Gonzalez,KC,-60,-16.00%,103,,444,2,57%,1998,621
675,A.Mayes,CHI,-66,-35.50%,36,,53,0,58%,1998,217
676,J.Dunn,PHI,-67,-40.50%,30,,24,0,60%,1998,132
677,H.Cross,NYG,-124,-78.20%,29,,-123,0,45%,1998,90
678,F.Jones,SD,-158,-29.70%,111,,249,3,51%,1998,602
679,B.Kozlowski,ATL,37,35.20%,12,,153,1,83%,1998,103
680,L.Johnson,BUF,36,16.10%,22,,206,2,64%,1998,146
681,J.Thomason,GB,30,41.70%,10,,118,0,90%,1998,89
682,D.Sloan,DET,29,13.90%,20,,175,1,55%,1998,146
683,R.Williams,STL,17,5.60%,21,,152,1,71%,1998,144
684,D.Jones,JAC,17,6.40%,17,,138,4,47%,1998,90
685,C.Fontenot,PHI,14,9.60%,12,,99,0,67%,1998,90
686,D.Carswell,DEN,0,-7.40%,10,,50,0,40%,1998,51
687,G.DeLong,MIN,-1,-8.50%,10,,53,0,80%,1998,58
688,L.Broughton,CAR,-5,-12.40%,14,,65,1,43%,1998,142
689,C.Crumpler,SEA,-7,-15.80%,11,,51,1,55%,1998,52
690,B.Kinchen,BAL,-8,-14.70%,20,,78,0,65%,1998,110
691,T.Popson,KC,-13,-18.00%,18,,73,0,72%,1998,90
692,Ty.Armstrong,STL,-21,-35.50%,11,,17,0,55%,1998,54
693,M.Roan,TEN,-49,-37.70%,22,,29,0,59%,1998,93
694,M.Battaglia,CIN,-70,-58.20%,20,,-37,1,50%,1998,47
695,R.Dudley,OAK,275,62.30%,59,,931,9,66%,1999,555
696,T.Gonzalez,KC,271,31.60%,108,,"1,178",11,70%,1999,849
697,K.Dilger,IND,166,43.10%,51,,641,2,78%,1999,479
698,W.Walls,CAR,160,13.70%,108,,988,12,58%,1999,822
699,D.Sloan,DET,102,13.50%,76,,637,4,62%,1999,591
700,F.Jones,SD,91,8.30%,90,,688,2,62%,1999,670
701,J.Riemersma,BUF,82,11.70%,65,,543,4,57%,1999,496
702,D.Moore,TB,76,21.60%,37,,387,5,62%,1999,276
703,R.Williams,STL,70,20.80%,36,,361,6,69%,1999,226
704,M.Pollard,IND,62,12.10%,47,,403,4,72%,1999,374
705,D.LaFleur,DAL,61,9.40%,53,,441,7,66%,1999,322
706,L.Broughton,PHI,57,11.90%,46,,374,4,57%,1999,295
707,To.McGee,CIN,45,7.00%,49,,364,2,53%,1999,344
708,C.Cleeland,NO,45,7.90%,47,,349,1,55%,1999,325
709,J.Harris,TEN,44,11.20%,34,,298,1,76%,1999,297
710,G.Clark,SF,39,3.60%,55,,390,0,62%,1999,347
711,P.Mitchell,NYG,39,-0.60%,91,,569,3,64%,1999,523
712,S.Alexander,WAS,36,3.60%,48,,361,3,60%,1999,324
713,D.Jones,JAC,35,7.00%,34,,284,4,56%,1999,221
714,T.Drayton,MIA,35,3.60%,50,,345,1,64%,1999,299
715,B.Chamberlain,DEN,31,1.30%,57,,372,2,56%,1999,488
716,D.Carswell,DEN,24,2.20%,38,,270,2,63%,1999,201
717,C.Fauria,SEA,21,-0.90%,53,,320,0,66%,1999,377
718,A.Glover,MIN,6,-5.40%,49,,264,1,57%,1999,327
719,K.Brady,JAC,-5,-8.90%,52,,264,1,62%,1999,346
720,M.Battaglia,CIN,-10,-13.20%,27,,122,0,52%,1999,153
721,I.Smith,CLE,-11,-11.10%,42,,214,1,57%,1999,222
722,R.Wetnight,CHI,-11,-10.00%,60,,320,1,63%,1999,277
723,O.J.Santiago,ATL,-13,-13.50%,31,,149,0,48%,1999,174
724,S.Sharpe,DEN,-26,-18.20%,37,,144,0,62%,1999,224
725,T.Hardy,ARI,-35,-18.80%,45,,180,0,67%,1999,222
726,Ty.Davis,GB,-36,-19.50%,45,,172,2,44%,1999,204
727,F.Wycheck,TEN,-58,-15.70%,108,,454,2,64%,1999,641
728,B.Coates,NE,-71,-23.00%,64,,224,2,50%,1999,370
729,J.Weaver,PHI,-73,-44.30%,28,,7,0,39%,1999,91
730,M.Bruener,PIT,-100,-47.30%,35,,-7,0,51%,1999,176
731,J.Thomason,GB,45,25.20%,20,,213,2,70%,1999,140
732,M.Campbell,CLE,35,30.30%,15,,156,0,60%,1999,131
733,R.Kelly,ATL,35,32.50%,13,,151,0,62%,1999,146
734,R.Davis,SD,30,14.00%,19,,181,1,63%,1999,137
735,C.Lewis,2TM,25,16.60%,17,,143,3,47%,1999,88
736,B.Collins,BUF,22,9.50%,20,,161,2,45%,1999,124
737,M.Sellers,WAS,21,17.90%,11,,114,2,64%,1999,105
738,S.Slutzker,NO,16,8.90%,18,,120,1,61%,1999,164
739,L.Johnson,KC,12,2.40%,20,,131,1,50%,1999,98
740,B.Kozlowski,ATL,12,3.40%,16,,118,2,69%,1999,122
741,E.Green,NYJ,10,6.70%,10,,81,2,70%,1999,37
742,J.Allred,CHI,5,-2.80%,17,,108,1,76%,1999,102
743,B.Miller,DEN,4,-1.10%,10,,58,0,50%,1999,59
744,J.Robinson,STL,2,-4.50%,11,,78,2,55%,1999,76
745,E.Bjornson,DAL,1,-6.40%,19,,113,0,53%,1999,131
746,A.Mayes,CHI,0,-7.20%,15,,87,1,53%,1999,82
747,M.Lyons,PIT,0,-7.20%,13,,73,0,62%,1999,81
748,B.Kinchen,CAR,-6,-14.50%,10,,56,2,50%,1999,45
749,J.Brigham,OAK,-7,-14.20%,16,,73,0,50%,1999,108
750,M.Roan,TEN,-13,-16.40%,20,,90,3,45%,1999,93
751,A.Pierce,BAL,-15,-19.30%,21,,74,0,52%,1999,102
752,H.Goodwin,MIA,-19,-37.10%,10,,12,0,80%,1999,57
753,F.Baxter,NYJ,-20,-23.50%,17,,59,2,47%,1999,66
754,R.Rutledge,NE,-20,-32.70%,12,,23,0,58%,1999,66
755,R.Collins,BAL,-22,-33.00%,10,,24,0,40%,1999,62
756,H.Cross,NYG,-42,-41.10%,18,,13,0,50%,1999,55
757,J.McWilliams,ARI,-50,-42.60%,20,,10,1,55%,1999,71
758,G.DeLong,BAL,-69,-53.40%,21,,-24,1,62%,1999,52
759,T.Gonzalez,KC,357,27.70%,150,,"1,641",9,62%,2000,"1,203"
760,K.Brady,JAC,190,23.00%,94,,943,3,68%,2000,729
761,S.Sharpe,BAL,142,13.60%,105,,883,5,64%,2000,810
762,M.Pollard,IND,132,41.70%,42,,514,3,71%,2000,439
763,S.Alexander,WAS,125,18.40%,71,,681,2,66%,2000,510
764,W.Walls,CAR,119,25.90%,49,,561,2,63%,2000,422
765,D.Carswell,DEN,98,15.80%,64,,573,3,77%,2000,495
766,D.Clark,DEN,96,31.20%,38,,420,3,71%,2000,339
767,B.Chamberlain,DEN,86,34.00%,32,,365,1,69%,2000,283
768,K.Dilger,IND,72,7.70%,72,,565,3,65%,2000,538
769,J.Harris,DAL,61,9.50%,56,,441,5,70%,2000,306
770,A.Glover,NO,60,14.80%,40,,357,4,53%,2000,281
771,R.Dudley,OAK,55,9.00%,49,,404,4,59%,2000,350
772,F.Wycheck,TEN,44,-1.00%,109,,692,4,65%,2000,656
773,C.Lewis,PHI,42,-1.50%,110,,711,3,63%,2000,735
774,J.Davis,MIN,38,12.30%,29,,245,1,59%,2000,202
775,M.Bruener,PIT,37,9.80%,34,,261,3,50%,2000,192
776,B.Kozlowski,ATL,33,12.60%,25,,214,2,60%,2000,151
777,J.Riemersma,BUF,31,0.60%,60,,402,5,52%,2000,375
778,To.McGee,CIN,24,0.60%,49,,309,1,53%,2000,309
779,J.Wiggins,2TM,22,4.30%,28,,213,2,64%,2000,207
780,P.Mitchell,NYG,20,1.10%,37,,249,1,68%,2000,245
781,J.McWilliams,MIN,15,0.00%,29,,207,3,76%,2000,180
782,B.Franks,GB,15,-3.30%,55,,346,1,62%,2000,363
