,Player,Team,DYAR,DVOA,Targets,Yards,EfYds,TD,Catch_rate,Year,Yds
1924,S.Devalve,CLE,52,57.50%,12,,179,2,83%,2016,127
1925,B.Koyack,JAC,38,16.60%,24,,217,1,79%,2016,161
1926,M.Gray,MIA,37,22.20%,17,,187,0,82%,2016,174
1927,A.Seferian-Jenkins,2TM,32,15.40%,20,,191,1,65%,2016,154
1928,Dar.Fells,ARI,28,14.30%,18,,169,1,78%,2016,154
1929,S.Anderson,HOU,17,8.00%,16,,131,1,69%,2016,93
1930,D.Brown,CHI,15,4.10%,20,,148,1,80%,2016,124
1931,A.Fasano,TEN,13,5.20%,14,,119,2,57%,2016,83
1932,L.Willson,SEA,13,2.50%,21,,141,2,71%,2016,129
1933,J.Cameron,MIA,6,0.60%,11,,75,1,73%,2016,60
1934,E.Dickson,CAR,6,-2.60%,19,,116,1,53%,2016,134
1935,N.Oleary,BUF,5,-1.20%,14,,87,0,64%,2016,114
1936,T.Kroft,CIN,5,0.00%,12,,74,0,83%,2016,92
1937,D.Jones,MIA,3,-2.90%,10,,72,1,70%,2016,61
1938,N.Sterling,JAC,3,-4.50%,16,,94,0,75%,2016,110
1939,J.Heuerman,DEN,2,-5.60%,17,,96,0,53%,2016,141
1940,A.Derby,DEN,1,-6.70%,20,,101,0,80%,2016,161
1941,D.Johnson,PIT,0,-6.70%,11,,68,0,64%,2016,80
1942,J.Phillips,2TM,-1,-8.00%,14,,93,1,71%,2016,72
1943,X.Grimble,PIT,-2,-8.50%,21,,115,2,52%,2016,118
1944,D.Waller,BAL,-10,-15.10%,17,,83,2,59%,2016,85
1945,B.Celek,PHI,-12,-16.70%,19,,80,0,74%,2016,152
1946,B.Bostick,NYJ,-13,-25.20%,11,,32,0,73%,2016,63
1947,J.Adams,NYG,-17,-19.40%,21,,79,1,76%,2016,123
1948,C.Gillmore,BAL,-17,-26.30%,14,,38,1,57%,2016,71
1949,J.Hill,NO,-20,-20.40%,22,,85,1,68%,2016,149
1950,B.Myers,TB,-22,-27.90%,14,,41,1,50%,2016,59
1951,R.Ellison,MIN,-41,-51.90%,14,,-12,0,64%,2016,57
1952,L.Paulsen,CHI,-57,-84.00%,10,,-62,0,30%,2016,15
1953,L.Donnell,NYG,-61,-48.10%,22,,-7,1,68%,2016,92
1954,R.Gronkowski,NE,339,40.40%,105,,"1,337",8,66%,2017,"1,084"
1955,T.Kelce,KC,197,17.00%,122,,"1,115",8,68%,2017,"1,038"
1956,H.Henry,LACH,165,32.30%,62,,710,4,73%,2017,579
1957,Z.Ertz,PHI,154,14.20%,110,,941,8,67%,2017,829
1958,C.Brate,TB,154,24.70%,77,,742,6,62%,2017,591
1959,C.Fleener,NO,107,50.10%,30,,390,2,73%,2017,295
1960,O.J.Howard,TB,101,32.20%,39,,436,6,67%,2017,433
1961,G.Celek,SF,89,31.50%,33,,387,4,64%,2017,336
1962,K.Rudolph,MIN,88,8.80%,81,,654,8,70%,2017,532
1963,T.Burton,PHI,85,35.00%,31,,354,5,74%,2017,248
1964,E.Dickson,CAR,83,18.10%,48,,458,1,63%,2017,437
1965,N.O'Leary,BUF,73,29.90%,32,,323,2,69%,2017,322
1966,A.Hooper,ATL,71,9.40%,65,,510,3,75%,2017,526
1967,V.Davis,WAS,61,6.70%,69,,500,3,62%,2017,648
1968,R.Ellison,NYG,56,17.70%,32,,309,2,75%,2017,235
1969,G.Kittle,SF,55,5.60%,63,,477,2,68%,2017,515
1970,J.Cook,OAK,53,2.10%,86,,593,2,63%,2017,688
1971,E.Ebron,DET,50,2.00%,86,,562,4,62%,2017,574
1972,D.Fells,DET,48,21.90%,26,,242,3,65%,2017,177
1973,J.Witten,DAL,40,-0.40%,87,,572,5,72%,2017,560
1974,T.Kroft,CIN,35,1.30%,62,,424,7,68%,2017,404
1975,M.Lewis,JAC,27,1.00%,48,,333,5,50%,2017,318
1976,Z.Miller,CHI,24,4.40%,35,,223,2,57%,2017,236
1977,J.Gresham,ARI,22,-0.10%,46,,311,2,72%,2017,322
1978,C.Clay,BUF,22,-2.80%,74,,462,2,66%,2017,558
1979,A.Gates,LACH,13,-3.20%,52,,302,3,58%,2017,316
1980,J.Graham,SEA,9,-6.00%,96,,598,10,59%,2017,520
1981,R.Seals-Jones,ARI,5,-4.60%,28,,167,3,43%,2017,201
1982,M.Bennett,2TM,-1,-7.50%,44,,256,0,68%,2017,286
1983,B.Watson,BAL,-1,-7.50%,79,,434,4,77%,2017,522
1984,J.Doyle,IND,-2,-7.50%,108,,573,4,74%,2017,690
1985,D.Walker,TEN,-3,-7.60%,111,,605,3,67%,2017,807
1986,E.Engram,NYG,-5,-8.00%,115,,637,6,56%,2017,722
1987,R.Griffin,HOU,-6,-11.00%,26,,118,1,50%,2017,158
1988,J.Reed,WAS,-7,-10.10%,35,,182,2,77%,2017,211
1989,T.Higbee,LARM,-9,-10.40%,45,,233,1,56%,2017,295
1990,D.Njoku,CLE,-10,-9.70%,60,,326,4,53%,2017,386
1991,D.Sims,CHI,-12,-14.30%,29,,122,1,52%,2017,180
1992,B.Celek,PHI,-14,-15.60%,24,,108,1,54%,2017,130
1993,S.DeValve,CLE,-15,-11.50%,58,,266,1,57%,2017,395
1994,G.Everett,LARM,-20,-17.00%,32,,128,2,50%,2017,244
1995,S.Anderson,HOU,-22,-14.00%,52,,233,1,48%,2017,342
1996,J.James,PIT,-23,-12.80%,63,,303,3,68%,2017,372
1997,J.Thomas,MIA,-30,-14.60%,62,,281,3,66%,2017,388
1998,N.Boyle,BAL,-32,-19.30%,37,,154,0,76%,2017,203
1999,D.Harris,KC,-37,-23.30%,35,,113,1,51%,2017,224
2000,L.Kendricks,GB,-40,-22.70%,35,,129,1,51%,2017,203
2001,J.Smith,TEN,-44,-30.70%,30,,62,2,60%,2017,157
2002,G.Olsen,CAR,-44,-24.50%,38,,120,1,45%,2017,191
2003,A.J.Derby,2TM,-53,-27.30%,40,,106,2,53%,2017,244
2004,A.Seferian-Jenkins,NYJ,-83,-23.40%,74,,252,3,68%,2017,357
2005,A.Shaheen,CHI,40,26.00%,14,,188,3,86%,2017,127
2006,L.Toilolo,ATL,38,29.60%,14,,168,1,86%,2017,122
2007,E.Tomlinson,NYJ,38,44.10%,11,,143,1,73%,2017,121
2008,N.Vannett,SEA,36,31.00%,15,,157,1,80%,2017,124
2009,R.Rodgers,GB,28,18.80%,19,,154,1,63%,2017,160
2010,D.Morgan,MIN,24,20.30%,12,,123,1,83%,2017,95
2011,J.Heuerman,DEN,20,11.60%,18,,131,2,50%,2017,142
2012,L.Willson,SEA,18,4.70%,22,,170,4,68%,2017,153
2013,J.Adams,NYG,18,17.00%,11,,102,0,73%,2017,92
2014,A.Traylor,DEN,17,9.60%,13,,119,0,62%,2017,100
2015,V.Green,DEN,12,0.80%,22,,157,1,64%,2017,191
2016,D.Brown,CHI,11,2.10%,20,,126,0,65%,2017,129
2017,L.Smith,OAK,9,4.60%,11,,85,0,73%,2017,76
2018,N.Sterling,NYJ,8,4.50%,11,,79,0,55%,2017,82
2019,V.McDonald,PIT,7,-2.40%,24,,145,1,58%,2017,188
2020,C.J.Uzomah,CIN,7,-1.10%,15,,104,1,67%,2017,92
2021,J.O'Shaughnessy,JAC,5,-4.10%,24,,148,1,58%,2017,149
2022,D.Carrier,LARM,5,-0.80%,11,,76,0,73%,2017,71
2023,B.Williams,IND,5,-2.60%,17,,96,0,76%,2017,121
2024,C.J.Fiedorowicz,HOU,-2,-8.60%,22,,116,0,64%,2017,127
2025,T.Niklas,ARI,-7,-11.80%,23,,121,1,48%,2017,132
2026,C.Walford,OAK,-11,-22.20%,13,,38,0,69%,2017,80
2027,M.Hoomanawanui,NO,-13,-23.80%,10,,38,1,60%,2017,52
2028,N.Paul,WAS,-16,-20.10%,19,,71,0,68%,2017,94
2029,A.Fasano,MIA,-21,-27.60%,16,,42,1,75%,2017,110
2030,J.Hollister,NE,-40,-58.00%,11,,-21,0,36%,2017,42
2031,M.Williams,BAL,-43,-43.30%,18,,7,1,83%,2017,86
2032,D.Daniels,IND,-55,-65.30%,13,,-40,0,23%,2017,26
2033,J.Hill,NO,-56,-45.10%,23,,3,1,74%,2017,117
2034,D.Allen,NE,-57,-42.60%,22,,11,1,45%,2017,86
2035,R.Travis,2TM,-57,-59.50%,17,,-32,0,41%,2017,76
